listing_id,host_id,host_since,name,neighbourhood,district,property_type,room_type,bedrooms,price,number_of_reviews,review_scores_rating
13977576,64903899,2016-03-29,Habitación individual es Barcelona,Hostafrancs,Sants-Montjuïc,Private room in rental unit,Private room,1.0,12.0,1,0.0
42105584,333969184,2020-02-06,Habitación M&D,la Prosperitat,Nou Barris,Private room in rental unit,Private room,,25.0,0,
33727898,251710733,2019-03-28,Spacious and bright apartment next to Plaza España,Sant Antoni,Eixample,Entire rental unit,Entire home/apt,3.0,300.0,30,5.0
44995311,363074093,2020-08-18,"Single Room, City Center, Private Bathroom",la Dreta de l'Eixample,Eixample,Private room in hostel,Private room,1.0,83.0,11,4.82
15763812,101927904,2016-10-31,HABITACIÓN PLAZA ESPAÑA,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,1.0,38.0,70,4.75
803393140432518554,127482361,2017-04-25,New Amazing 2 bedroom apartment in Rambla del,el Poblenou,Sant Martí,Entire rental unit,Entire home/apt,2.0,125.0,1,4.0
780199485511285785,280611660,2019-07-30,Cozy apartment very central,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,93.0,5,5.0
838145051667285647,3775349,2012-10-06,2 bedroom city center apartment in Barcelona,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,2.0,99.0,0,
38091474,1391607,2011-11-10,Cosy apartment next to Sagrada Familia I,el Camp de l'Arpa del Clot,Sant Martí,Entire rental unit,Entire home/apt,1.0,107.0,37,4.05
23035068,130367324,2017-05-15,SIMPLES HABITACION DOBLE BARCELONA,Navas,Sant Andreu,Private room in condo,Private room,1.0,30.0,1,3.0
563588511729472297,36607755,2015-06-24,Bonita habitación doble en Gràcia,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,1.0,29.0,0,
731044538005221854,10704,2009-03-19,3 Bedroom apartment Sant Pau,el Baix Guinardó,Horta-Guinardó,Entire serviced apartment,Entire home/apt,3.0,127.0,2,3.0
42703123,21002274,2014-09-06,STUNNING APARTMENT IN EIXAMPLE,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,1.0,140.0,0,
51444586,64449113,2016-03-25,Nice room in the center of Barcelona!!!,el Raval,Ciutat Vella,Private room in rental unit,Private room,1.0,41.0,0,
832581313850426046,12962981,2014-03-09,Habitación en Sagrada Familia,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,1.0,44.0,0,
46524035,396363,2011-02-17,072. Fútbol 5 Apartment,les Corts,Les Corts,Entire rental unit,Entire home/apt,2.0,183.0,10,3.8
39183867,35712072,2015-06-13,Barcelona - Plaza Lesseps,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,2.0,60.0,2,4.0
4274290,5414684,2013-03-11,Apartment Marti,Navas,Sant Andreu,Entire rental unit,Entire home/apt,3.0,123.0,173,4.7
50303247,1391607,2011-11-10,Cozy Diagonal Apartment,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,1.0,102.0,7,4.14
19536692,134698146,2017-06-12,"Parlament, modern 2bed in Sant Antoni",Sant Antoni,Eixample,Entire rental unit,Entire home/apt,2.0,149.0,76,4.24
14941403,89109224,2016-08-10,"SM5 Beach- 2 bedroom, dressing room, balcony, WIFI",la Barceloneta,Ciutat Vella,Entire rental unit,Entire home/apt,2.0,85.0,9,4.44
39747175,265193861,2019-05-30,Comfy Studio in gothic wifi included,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,,60.0,6,3.67
826058899941662636,21726991,2014-09-24,Cathedral Penthouse. (Temporal). m,el Barri Gòtic,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,60.0,0,
26813253,5264883,2013-02-28,Modern penthouse private terrace,el Putxet i el Farró,Sarrià-Sant Gervasi,Room in serviced apartment,Hotel room,1.0,60.0,5,4.8
597647849805927508,130091939,2017-05-13,...HABITACION PRIVADA EN BARCELONA.,el Camp de l'Arpa del Clot,Sant Martí,Private room in rental unit,Private room,1.0,20.0,1,5.0
49333438,116349526,2017-02-14,DIA-P2 · Three-Bedroom apartment near Sagrada Família! #2,el Fort Pienc,Eixample,Entire rental unit,Entire home/apt,3.0,191.0,6,4.33
673959383128736800,468818247,2022-07-11,Skatehouse room Casa Plena,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,1.0,41.0,5,4.2
50862112,47171261,2015-10-22,Lodging Apartments Sardenya 3,la Sagrada Família,Eixample,Entire serviced apartment,Entire home/apt,4.0,146.0,6,4.5
839793344150209203,294265812,2019-09-12,*4 practical room in nice place,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,1.0,47.0,0,
563538751160608752,36607755,2015-06-24,Habitación doble con balcón en Gràcia,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,1.0,29.0,0,
53836569,333355801,2020-02-04,Triple by The Moods Oasis,la Vila de Gràcia,Gràcia,Room in hotel,Private room,1.0,174.0,5,4.0
838409995445692896,75449580,2016-06-02,Loft Apartment - Perfect Location,la Barceloneta,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,95.0,0,
51008165,15884961,2014-05-23,Z - VP 2 - PPL 2 · Spacious apartment near Camp Nou,Sants - Badal,Sants-Montjuïc,Entire rental unit,Entire home/apt,3.0,134.0,7,4.71
20885917,12171941,2014-02-12,Barcelona Centre for a Long-Term Stay,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2.0,45.0,6,4.33
630208053524227962,96227207,2016-09-21,Habitación Sagrada Familia,el Camp de l'Arpa del Clot,Sant Martí,Private room in rental unit,Private room,1.0,41.0,0,
43139610,28388457,2015-02-26,Luminoso apartamento con terraza y 2 habitaciones,el Parc i la Llacuna del Poblenou,Sant Martí,Entire rental unit,Entire home/apt,2.0,143.0,68,4.41
37229476,4396136,2012-12-13,Art Gallery Apartment,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2.0,126.0,9,4.56
53125675,346367515,2020-05-15,KARMA - 2 bedroom apartment with balcony in Eixample Esquerra,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,87.0,0,
38291884,1664855,2012-01-28,Incredible 2BR Penthouse w/ Urban Rooftop Garden,Sant Antoni,Eixample,Entire condo,Entire home/apt,2.0,167.0,79,5.0
54272406,398014636,2021-04-21,Expectacular piso en Barcelona (Francesc Macia),l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,30.0,3,4.33
25121122,47171261,2015-10-22,ELEGANT APARTMENT IN RESIDENTIAL AREA,les Tres Torres,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,3.0,146.0,0,
638009,3182737,2012-08-07,Barcelona/Poblenou: Sun & Culture,el Parc i la Llacuna del Poblenou,Sant Martí,Private room in rental unit,Private room,1.0,30.0,107,4.86
2868278,11101773,2014-01-07,"piso bonito, muy centrico",el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,2.0,60.0,2,5.0
7576999,14415017,2014-04-17,,el Putxet i el Farró,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1.0,30.0,0,
9878180,50826613,2015-12-08,Big Apartment in Plaza de Espanya,Sant Antoni,Eixample,Private room in rental unit,Private room,1.0,25.0,1,5.0
11942471,63550584,2016-03-18,Near,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,1.0,14.0,0,
13683831,79467759,2016-06-23,,Sants,Sants-Montjuïc,Private room in home,Private room,1.0,50.0,0,
16270398,106401998,2016-12-06,Nice dble bedroom to share next to the sea/center,el Poblenou,Sant Martí,Private room in rental unit,Private room,1.0,15.0,1,0.0
18555876,13303194,2014-03-19,Double bedroom close to the sea,el Parc i la Llacuna del Poblenou,Sant Martí,Private room in home,Private room,1.0,45.0,16,4.5
19651719,33725513,2015-05-19,habitación doble exterior,el Guinardó,Horta-Guinardó,Private room in home,Private room,1.0,35.0,1,0.0
20146211,137949177,2017-07-01,Cama doble con buena iluminación,les Corts,Les Corts,Private room in rental unit,Private room,,35.0,7,4.8
23693686,43356615,2015-09-04,Centrica habitación en Barcelona,el Raval,Ciutat Vella,Private room in rental unit,Private room,1.0,30.0,0,
27212538,127482361,2017-04-25,NEW Modernist balcony in Ps de Gràcia,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,62.0,3,3.67
34387007,94833392,2016-09-12,Habitación doble muy céntrica y luminosa,Sant Antoni,Eixample,Private room in rental unit,Private room,1.0,50.0,6,5.0
34532256,222186315,2018-10-23,Conoce Barcelona con una estancia acogedora,el Guinardó,Horta-Guinardó,Private room in rental unit,Private room,1.0,35.0,2,5.0
34959367,231937721,2018-12-22,direct metro to the Sagrada Familia,Vilapicina i la Torre Llobeta,Nou Barris,Private room in rental unit,Private room,1.0,38.0,9,5.0
40654950,315302737,2019-12-07,Habitacion cama doble,el Raval,Ciutat Vella,Private room in rental unit,Private room,1.0,50.0,0,
44358268,357865155,2020-07-22,Great room in bcn,la Sagrada Família,Eixample,Private room in rental unit,Private room,1.0,25.0,0,
51012673,25605008,2015-01-04,Habitación aire acondicionado ventana exterior,Pedralbes,Les Corts,Private room in rental unit,Private room,1.0,35.0,0,
572501213080323841,390614325,2021-03-01,Lovely and quiet Double Room in the center of Bcn,el Fort Pienc,Eixample,Private room in rental unit,Private room,1.0,11.0,0,
750039592384518142,485820449,2022-10-31,Small room in sharing apartment,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,1.0,34.0,0,
24281016,182670626,2018-04-05,Habitación en Barcelona,la Prosperitat,Nou Barris,Private room in rental unit,Private room,1.0,20.0,35,4.53
40964548,1447144,2011-11-27,hprh HAPPY 3 BEDROOM FLAT! OLDTOWN! IDEALLOCATION!,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,3.0,200.0,0,
35502265,246631001,2019-03-03,GOOD APARTMENT GRAN VIA,Sant Martí de Provençals,Sant Martí,Entire rental unit,Entire home/apt,4.0,175.0,1,5.0
19725220,36607755,2015-06-24,Habitación individual moderna con A/C en Gracia,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,1.0,22.0,1,1.0
660780429329597142,9400556,2013-10-13,P9mdr305 Nice apartment in Poble Sec,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2.0,173.0,3,4.67
14138762,85337123,2016-07-22,Cozy Room @EixampleBarcelona,el Fort Pienc,Eixample,Private room in rental unit,Private room,1.0,35.0,8,4.75
648486465533870492,349601831,2020-06-11,Tu rincón en Barcelona,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,1.0,45.0,9,5.0
30335359,227683945,2018-11-26,Edificio de varias plantas en Barcelona,la Nova Esquerra de l'Eixample,Eixample,Private room in rental unit,Private room,1.0,50.0,0,
45857969,367991668,2020-09-17,POP ART APARTMENT IN BARCELONA,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,1.0,55.0,0,
7286036,12105279,2014-02-10,Artistic house in the center of BCN,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,1.0,29.0,11,4.6
19978670,36945490,2015-06-28,Cozy Bedroom near Sagrada Familia,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,1.0,48.0,0,
754900974299710212,39278621,2015-07-22,Moderno apartamento en Barcelona,el Baix Guinardó,Horta-Guinardó,Entire rental unit,Entire home/apt,2.0,95.0,0,
53125409,346367515,2020-05-15,FUJI - 2 bedroom apartment with terrace in Eixample Esquerra,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,133.0,0,
553360156158753219,443218453,2022-02-02,precioso apartamento en centrobde bcn,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2.0,70.0,0,
777587,4101093,2012-11-09,Modernist&Chic Eixample apartment,Sant Antoni,Eixample,Entire rental unit,Entire home/apt,2.0,137.0,399,4.83
269467,1411775,2011-11-16,Sunny and quiet Loft next to Sagrada Familia,la Sagrada Família,Eixample,Entire loft,Entire home/apt,,91.0,68,4.67
47778521,346367515,2020-05-15,SAPO - 2 bedroom apartment in Eixample Dreta,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,120.0,0,
50141573,4459553,2012-12-21,AB Marina Apartment,el Fort Pienc,Eixample,Entire rental unit,Entire home/apt,3.0,458.0,34,4.44
49333232,11332344,2014-01-15,Apartamento con encanto en zona alta de Barcelona,Sarrià,Sarrià-Sant Gervasi,Entire condo,Entire home/apt,1.0,80.0,2,5.0
32156312,221158481,2018-10-17,Luxury hotel room with garden views,la Dreta de l'Eixample,Eixample,Room in boutique hotel,Hotel room,1.0,489.0,0,
830215174185273688,461843728,2022-05-31,93m2 Flat with 1 double room in  El Born,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,1.0,169.0,0,
841158773896788722,32037490,2015-04-27,Sweet Inn | Cosy 2BR in near Parc Joan Miro W/Patio,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,204.0,0,
1235475,6283549,2013-05-08,Casa Sagrera in Eixample district,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,5.0,350.0,253,4.75
34957866,898600,2011-07-31,"Wonderful view, private terrace, 2BR Apt, Montjuïc",el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2.0,117.0,159,4.8
610730723559312930,253465692,2019-04-05,Apartamento de 2 habitaciones centro de Barcelona,el Barri Gòtic,Ciutat Vella,Entire serviced apartment,Entire home/apt,2.0,89.0,2,5.0
44095658,33278356,2015-05-13,Ola Living Santa Anna Attic,el Barri Gòtic,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,204.0,35,4.43
30466100,228731310,2018-12-02,Nice apartment in Barcelona . El Raval . Long Term,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,52.0,14,5.0
19386220,43867885,2015-09-10,Bertha's ArtSpace,la Nova Esquerra de l'Eixample,Eixample,Private room,Private room,1.0,34.0,54,4.35
47932207,336522213,2020-02-16,Holiday with Terrace in Sant Antoni,Sant Antoni,Eixample,Entire serviced apartment,Entire home/apt,2.0,148.0,18,4.22
581931626871207678,21726991,2014-09-24,Tucson Suites II. n,el Fort Pienc,Eixample,Entire condo,Entire home/apt,3.0,340.0,0,
49844389,370718107,2020-10-05,Casa Caballe Apartment Barcelona,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2.0,82.0,4,4.75
664835883415172868,11926605,2014-02-04,Pequeño y luminoso apartamento,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,60.0,0,
5454335,8210620,2013-08-17,PISO CON PISCINA EN VILLA OLIMPICA,la Vila Olímpica del Poblenou,Sant Martí,Entire rental unit,Entire home/apt,2.0,110.0,34,4.82
1344702,7294913,2013-07-05,Cool & Quaint Loft in Barcelona!,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,1.0,105.0,287,4.37
14792937,75620994,2016-06-03,Fantastic Attic 3 bedrooms amazing views Eixample,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,3.0,180.0,5,4.8
24239102,146682595,2017-08-18,"Apart with balcony, Plaza España/Sants (1822)",Hostafrancs,Sants-Montjuïc,Entire rental unit,Entire home/apt,2.0,155.0,153,4.88
661327931771051283,460489239,2022-05-23,Cozy Loft with huge Terrace Near Sagrada Familia,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire loft,Entire home/apt,,69.0,1,5.0
36896868,70680421,2016-05-06,"Barcelona apartment ""YOUNG FAMILY""",Can Baró,Horta-Guinardó,Entire rental unit,Entire home/apt,1.0,28.0,0,
37122574,277558814,2019-07-20,Habitación Sagrada familia,el Guinardó,Horta-Guinardó,Private room in rental unit,Private room,1.0,40.0,4,4.75
9913061,48191321,2015-11-04,Cozy single room - El Raval,el Raval,Ciutat Vella,Private room in rental unit,Private room,1.0,17.0,1,4.0
39017338,54830628,2016-01-16,Huge room interior with desk,la Nova Esquerra de l'Eixample,Eixample,Private room in rental unit,Private room,1.0,20.0,0,
39687580,305032692,2019-10-28,Doble-Room Barceloneta!,la Barceloneta,Ciutat Vella,Private room in rental unit,Private room,1.0,30.0,2,5.0
22801724,168497765,2018-01-18,Habitación Plaza España,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,1.0,35.0,62,4.97
23140998,156316056,2017-10-26,Habitación doble con baño privado y terraza,la Teixonera,Horta-Guinardó,Private room in rental unit,Private room,1.0,60.0,17,4.82
11445715,32037490,2015-04-27,Sweet Inn | Sunlit 2BR near the beach,la Vila Olímpica del Poblenou,Sant Martí,Entire rental unit,Entire home/apt,2.0,166.0,110,4.24
651099699991775644,372880598,2020-10-22,Margarit House iz.,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,1.0,120.0,0,
13275175,20059344,2014-08-15,"Room L Tranquila 10' from the beach, centroCity",el Parc i la Llacuna del Poblenou,Sant Martí,Private room in rental unit,Private room,1.0,25.0,1,0.0
46252743,204662752,2018-07-24,Alohause | Acogedora Hab | Escritorio | Sants,Sants,Sants-Montjuïc,Private room in rental unit,Private room,1.0,26.0,0,
26359153,16827089,2014-06-15,Piso cerca de Sagrada Familia,la Sagrada Família,Eixample,Private room in rental unit,Private room,2.0,36.0,1,4.0
41614206,8568279,2013-09-01,Amazing house with lovely garden min stay 1 month,la Salut,Gràcia,Entire home,Entire home/apt,5.0,150.0,2,4.0
13983890,79003823,2016-06-21,Great room in the city centre with a nice balcony,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,1.0,32.0,0,
27808784,199409418,2018-07-02,Habitación doble en l'Eixample II - Barcelona,la Nova Esquerra de l'Eixample,Eixample,Private room in townhouse,Private room,1.0,30.0,10,4.6
817175901809037481,268526100,2019-06-14,Cozy Double Room in The Center,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,1.0,52.0,5,4.4
15969502,8530202,2013-08-30,Room with private bathroom @Plaza Universitat,l'Antiga Esquerra de l'Eixample,Eixample,Private room in rental unit,Private room,1.0,39.0,5,4.8
771539098517134913,489697793,2022-11-30,1 Modern double room near Rambla,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,1.0,56.0,0,
16851200,14916719,2014-04-30,Linda habitación doble en el centro de Barcelona,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,1.0,35.0,0,
526016,2585816,2012-06-09,LOVELY DOUBLE ROOM IN BARCELONA CENTER 1,Sant Antoni,Eixample,Private room in rental unit,Private room,1.0,350.0,150,4.63
43646054,183542879,2018-04-10,Estudi Sant Pau,el Baix Guinardó,Horta-Guinardó,Entire guest suite,Entire home/apt,1.0,43.0,0,
53469308,432137725,2021-11-16,Habitación Triple  | Chic & Basic Velvet,la Nova Esquerra de l'Eixample,Eixample,Room in hotel,Private room,1.0,162.0,8,4.63
26978043,9784103,2013-11-03,Art Gallery Apartment,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2.0,162.0,15,4.6
35297062,19394205,2014-08-03,Family Room with bathroom,la Nova Esquerra de l'Eixample,Eixample,Room in hostel,Hotel room,1.0,211.0,0,
47041966,148946579,2017-09-03,A cinco minutos de LAS RAMBLAS 1 HAB. 2PAX TERRAZA,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,58.0,0,
31348237,234714376,2019-01-06,Only for woman - 21 € for  1 and  29 € for  2,Horta,Horta-Guinardó,Private room in rental unit,Private room,1.0,21.0,1,5.0
17455051,107294697,2016-12-14,Comfy Room w/ Bathroom in Center of Barcelona,el Fort Pienc,Eixample,Private room in rental unit,Private room,1.0,168.0,1,5.0
17533086,118916464,2017-03-02,комната в центре,la Marina del Prat Vermell,Sants-Montjuïc,Private room in rental unit,Private room,1.0,50.0,0,
1052846,1298586,2011-10-16,COZY APARTAMENT BEACH -  POBLE NOU,el Poblenou,Sant Martí,Entire rental unit,Entire home/apt,1.0,179.0,24,4.75
43940023,265147782,2019-05-30,Beautiful 1 bedroom apartment in Balmes,el Putxet i el Farró,Sarrià-Sant Gervasi,Entire condo,Entire home/apt,1.0,55.0,0,
17724138,120843108,2017-03-15,Habitación privada con excelente ubicación,Sant Genís dels Agudells,Horta-Guinardó,Private room in rental unit,Private room,1.0,47.0,8,5.0
996713,5000992,2013-02-07,⭐Penthouse Suite w/ Private Bathroom and Terrace⭐,Sant Antoni,Eixample,Entire guest suite,Entire home/apt,1.0,27.0,449,4.57
32086358,228920555,2018-12-03,•••S M A 1 L  Private RooM at DowN Town•••,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,1.0,25.0,19,4.11
51720636,21873399,2014-09-28,Sant Domenec 2 1,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,2.0,174.0,0,
18272085,19859511,2014-08-11,A room in sunny apartment at the beach,la Barceloneta,Ciutat Vella,Private room in rental unit,Private room,1.0,53.0,10,4.17
45843202,18208787,2014-07-16,Habitación privada en casa con terraza,el Camp de l'Arpa del Clot,Sant Martí,Private room in home,Private room,1.0,15.0,0,
820290109082657230,499688426,2023-02-05,Habitación cama doble mucha paz,el Carmel,Horta-Guinardó,Private room in rental unit,Private room,1.0,26.0,0,
45885947,372002432,2020-10-15,Amazing Room for 3 in Barcelona,el Raval,Ciutat Vella,Private room in rental unit,Private room,,40.0,0,
34227106,49543565,2015-11-21,Spacious room in a central and quiet area,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,1.0,61.0,18,4.59
19139267,79228669,2016-06-22,Sweet Double bedroom Beach& city center at 5min,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,1.0,67.0,11,4.45
34854642,39548543,2015-07-25,Single room-cozy flat next to Sants Station,Sants,Sants-Montjuïc,Private room in rental unit,Private room,1.0,22.0,0,
34896896,228920555,2018-12-03,✓✓✓ B@LconY-RooM 15 min walking to ALL highLigths,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,1.0,30.0,10,3.8
5891589,30188564,2015-03-29,Habitación doble con balcón en el centro,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,1.0,48.0,12,4.92
19570491,22994192,2014-10-26,Big & Beautiful space in Raval w/ private Bathroom,el Raval,Ciutat Vella,Private room in rental unit,Private room,1.0,27.0,2,5.0
6183733,7061500,2013-06-23,Double Bedroom near La Rambla (Raval),el Raval,Ciutat Vella,Private room in rental unit,Private room,1.0,42.0,5,4.6
35436949,234256283,2019-01-04,Chic 2-bedroom apartment in Born,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2.0,53.0,4,4.5
6867200,2625546,2012-06-13,Single Room in Luxury Design Apartment city center,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,1.0,90.0,0,
826765533702129277,499525052,2023-02-04,Habitación doble con una cama,la Barceloneta,Ciutat Vella,Private room in rental unit,Private room,1.0,55.0,3,5.0
20007013,142006629,2017-07-23,Habitación doble en Eixample,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,1.0,32.0,29,4.93
20028272,79674582,2016-06-24,Habitación privada a 5min del mar y de Ramblas,el Raval,Ciutat Vella,Private room in rental unit,Private room,1.0,25.0,10,4.7
20245258,73006377,2016-05-20,Habitación en Gracia al lado del Park Güell,la Salut,Gràcia,Private room in rental unit,Private room,1.0,25.0,6,4.17
46230308,367613585,2020-09-15,HUTB-000575 · HUTB-000575 · HUTB-000575 · Suite...,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,1.0,340.0,1,5.0
783448684203140328,491705829,2022-12-16,"Central, charming & sunny terrace","Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,1.0,53.0,0,
30762828,299462,2010-11-26,BARCELONA | BALCONY| CITYCENTER| COMFORT¤,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,187.0,116,4.71
665230327151039145,400416,2011-02-19,Flat in Gràcia PU,la Vila de Gràcia,Gràcia,Entire condo,Entire home/apt,2.0,49.0,2,4.5
747685853097185405,397090058,2021-04-15,Beautiful apartment in Barcelona city center,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,94.0,0,
12848625,70183941,2016-05-03,THE PENTHOUSE OF ROSA,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,1.0,140.0,31,4.84
680289735283110604,32037490,2015-04-27,Sweet Inn | Colourful studio near the Olimpica Beach,el Poblenou,Sant Martí,Entire rental unit,Entire home/apt,1.0,179.0,7,4.57
705461600774716544,47171261,2015-10-22,Lodging Apartments Llacuna - Cute and Cozy,el Poblenou,Sant Martí,Entire serviced apartment,Entire home/apt,1.0,176.0,0,
746265090662138047,131674933,2017-05-23,Coqueto apartamento en Barceloneta,la Barceloneta,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,45.0,0,
21464612,151637037,2017-09-22,"Ramblas Apartment, Boqueria",el Barri Gòtic,Ciutat Vella,Entire rental unit,Entire home/apt,2.0,60.0,15,4.53
4068098,21098113,2014-09-08,Peaceful easy feeling downtown BCN,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,280.0,133,4.81
630948491905769841,447375626,2022-03-01,Amazing newly built apartment 2BR & terrace,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,2.0,130.0,2,4.0
21722138,158023606,2017-11-09,Stunning eixample 2 bedroom up to 6,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,204.0,56,4.14
614267098874692428,455307697,2022-04-21,Precioso piso al lado del mar en Barceloneta,la Barceloneta,Ciutat Vella,Entire rental unit,Entire home/apt,1.0,33.0,0,
14171072,131794,2010-05-25,Sleeps 18 off Paseo de Gracia with sunny terrace,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,9.0,1785.0,39,4.77
45650777,307453697,2019-11-06,Chic & Duplex,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2.0,85.0,3,2.67
9661517,8130906,2013-08-13,Three bedroom apartment Ronda Sant Pere YouStylish,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,3.0,379.0,30,4.67
50240086,410246,2011-02-25,nice apartment 2 rooms 2 bathroom full equipped,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,2.0,54.0,4,4.75
1446649,3123165,2012-08-01,Huge@Rambla: bright & comfy. Perfect location,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,104.0,397,4.65
2744359,14002195,2014-04-07,CASPE TERRACE APARTMENT - HUTB-005994,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2.0,314.0,32,4.94
40060236,204662752,2018-07-24,Alohause | Luxury room | ensuite bath | 4 BR Apart,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,1.0,27.0,0,
23320015,166548554,2018-01-08,Centric·Lighted Duplex·Hydromassage·Balcony,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,1.0,129.0,37,4.59
16752317,82620250,2016-07-09,Book an it for a month. It's cheaper! /Las Ramblas,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,3.0,70.0,0,
30850304,9478280,2013-10-17,2 bedroom apartment Sant Miquel,la Barceloneta,Ciutat Vella,Entire rental unit,Entire home/apt,2.0,59.0,4,4.0
163536,713364,2011-06-17,Cosy design apartment trendy  Born 5 bed 2bathroom,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,5.0,220.0,27,4.68
